0.0178710767	0.0167452125	0.01459730740
0.0233952485	0.0172851303	0.01637429460
0.0411514744	0.0197628120	0.02197370254
0.0740697883	0.0261980878	0.03277026993
0.1256588198	0.0394345968	0.05209843242
0.2001848674	0.0630350169	0.08531715249
0.3016334819	0.0996963596	0.13774883514
0.4334250112	0.1473366551	0.20910882038
0.5934420945	0.1979139042	0.29059958599
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
