0.039580085653133944  0.02766591040424306 0.01787107679529214
0.03917083631440714 0.029926906499399362  0.023395248589795643
0.03885224472430722 0.03629116612190538 0.04115147444541522
0.040319254858846326  0.04604882097827409 0.07406978835464131
0.04491090154296564 0.05922224564530794 0.12565881984045518
0.053349546244563895  0.07648651166746555 0.20018486742186895
0.06569270194048903 0.09862205513872188 0.3016334819948736
0.08096570191168194 0.12505366094659415 0.4334250112437951
0.09722028495389604 0.15388397540465631 0.5934420945562354

